Year,Product,Rep,Type,North,South,East,West
2013,PTwo,KoDiEn,Spo,0,0,0.09,0
2005,PS,KoDiEn,Spo,0,0,0.12,0.01
2001,PS,KoDiEn,Spo,0,0,0.75,0.05
2003,PS,KoDiEn,Spo,0,0,0.39,0.03
2010,PS3,Se,Spo,0,0.1,0,0
2010,360,Se,Spo,0,0.01,0,0
2008,PSP,Se,Spo,0,0.01,0,0
2009,360,Ac,Mis,0.15,0,0,0.01
2009,PSP,Ac,Mis,0.1,0,0,0.01
2009,Wii,Ac,Mis,0.04,0,0,0
2009,PTwo,Ac,Mis,0.02,0.01,0,0
2010,PTwo,Ac,Mis,0.11,0.09,0,0.03
2010,PS3,Ac,Mis,0.08,0.01,0,0.01
2010,360,Ac,Mis,0.06,0.01,0,0.01
2010,DS,Ac,Mis,0.05,0,0,0
2010,PSP,Ac,Mis,0.02,0,0,0
2008,PTwo,Ac,Mis,0.39,0.01,0,0.06
2008,XB,Ac,Mis,0.19,0.05,0,0.01
2008,PSP,Ac,Mis,0.19,0,0,0.02
2008,GC,AcVa,Mis,0.04,0.01,0,0
2006,PTwo,Se,Spo,0.12,0.1,0,0.03
2006,XB,Se,Spo,0.11,0.03,0,0.01
1997,SAT,Se,Spo,0,0,0.04,0
2005,XB,Se,Spo,0.17,0.05,0,0.01
2006,XB,TDMe,Rac,0.05,0.01,0,0
2008,PTwo,TaIn,Mis,0.1,0.08,0,0.03
2008,XB,TaIn,Mis,0.05,0.01,0,0
2008,GBA,TaIn,Mis,0.01,0,0,0
2009,PSP,TaIn,Mis,0.04,0,0,0
2012,Wii,FiGa,Mis,0.07,0,0,0.01
2012,DS,TH,Sim,0.43,0.2,0,0.06
2012,Wii,TH,Sim,0.41,0.16,0,0.05
2012,PC,TH,Sim,0,0.02,0,0.01
2011,PC,Ac,Rol,0.01,0.13,0,1.18
2017,PC,AcBl,Act,0.08,0.36,0,0.04
2010,PC,Ac,Rol,2.57,1.52,0,0
2015,PC,Ac,Rol,0.84,0.76,0,0.23
2019,PC,Ac,Rol,0.14,0.12,0,0.02
2013,PC,Ac,Rol,1.77,0.32,0,0
2007,PC,Ac,Rol,0.07,6.21,0,0
2014,PC,Wa,Sho,0,0.23,0,0.06
,360,na,Sho,0,0.03,0,0
2005,PTwo,IgEn,Rac,0.23,0.18,0,0.06
2013,360,TH,Rac,0.17,0,0,0.01
2011,PC,2DBo,Puz,0,0.03,0,0.01
2002,PS,EnCo,Rol,0.02,0.01,0.58,0.04
2011,PSP,fo,Sim,0,0,0.02,0
1994,SNES,Im,Spo,0,0,0.15,0
2012,PC,Ub,Str,0,0.03,0,0.01
2010,PC,ViGa,Str,0,0.03,0,0.01
2010,PTwo,IgEn,Fig,0,0,0.01,0
2005,PTwo,Sq,Spo,0,0,0.05,0
2002,N64,MiGa,Rac,0.14,0.03,0,0
2003,PTwo,3D,Act,0.08,0.07,0,0.02
2003,PS,3D,Act,0.09,0.06,0,0.01
2012,DS,MiInEn,Spo,0.06,0,0,0
1998,PS,U.Go,Spo,0.07,0.05,0,0.01
2001,SAT,Se,Spo,0,0,0.09,0
2001,N64,ElAr,Spo,0.14,0.4,0,0.04
1989,NES,NaBaGa,Spo,1.92,0.45,0.64,0.07
1997,SNES,Mi,Spo,0,0,0.02,0
2013,DS,FiGa,Mis,0.04,0,0,0
2007,PTwo,AcEn,Spo,0.06,0.04,0,0.01
2006,XB,Ja,Spo,0.03,0.01,0,0
2007,PTwo,Ja,Spo,0.02,0.02,0,0.01
2009,PSP,FiGa,Mis,0.13,0,0,0.01
2009,PTwo,OxIn,Mis,0.82,0.64,0,0.22
2009,360,OxIn,Mis,0.04,0,0,0
2008,DS,FiGa,Mis,0.07,0,0,0.01
2009,Wii,FiGa,Mis,0.02,0,0,0
2008,PTwo,OxIn,Mis,0.16,0.13,0,0.04
2008,PSP,FiGa,Mis,0.12,0,0,0.01
2008,XB,CrEn,Mis,0.07,0.02,0,0
2007,PTwo,PlIt,Mis,0.8,0.03,0,0.13
2007,XB,CrEn,Mis,0.37,0.11,0,0.02
2007,GBA,CrEn,Mis,0.12,0.05,0,0
2011,DS,Gh,Spo,0.08,0,0,0.01
2011,PSP,CrEn,Mis,0.19,0,0,0.02
2012,Wii,DTEn,Spo,0.04,0.01,0,0
2011,DS,ZoDiPu,Str,0.09,0,0,0.01
2011,Wii,De,Puz,0.17,0,0,0.01
2010,DS,WhPaBaSo,Puz,0.13,0.01,0,0.01
2011,DS,Ub,Puz,0.07,0,0,0.01
2004,PTwo,DrIn,Pla,0.02,0.02,0,0.01
2002,PS,KoDiEn,Rac,0.06,0.04,0,0.01
2005,GBA,Ke,Pla,0.01,0,0,0
2011,Wii,MaEn,Mis,0.04,0,0,0
2012,DS,MaEn,Mis,0.08,0,0,0.01
1999,N64,EnCo,Sim,0,0,0.12,0.04
1997,SNES,EnCo,Sim,0,0,0.43,0
2011,DS,TaIn,Adv,0.33,0,0,0.02
2010,PTwo,Sp,Spo,0,0,0.03,0
2018,PFour,BeSo,Act,0.09,0.25,0.02,0.06
2018,One,BeSo,Act,0.07,0.07,0,0.01
2018,PC,BeSo,Act,0,0.08,0,0
2017,PFour,BeSo,Sho,0.47,0.8,0.03,0.29
2017,One,BeSo,Sho,0.33,0.28,0,0.06
2017,PS3,BeSo,Sho,0.14,0.25,0.02,0.09
2017,PC,BeSo,Sho,0.12,0.29,0,0.05
2017,360,BeSo,Sho,0.18,0.19,0,0.04
2005,GBA,BAEn,Sho,0.12,0.04,0,0
2012,PS3,Ac,Sho,0.25,0.28,0,0.11
2012,360,Ac,Sho,0.28,0.22,0,0.06
2012,PC,Ac,Sho,0.01,0.03,0,0.01
2013,DS,DiInSt,Mis,0.16,0.06,0,0.02
2012,DS,DiInSt,Mis,0.59,0.2,0,0.08
2004,PTwo,Ub,Rol,0.04,0.03,0,0.01
2001,PS,Lo,Rol,0,0,0.07,0
2009,PTwo,Mi,Rol,0,0,0.01,0
1998,PS,SoCoEn,Rol,0,0,0.14,0.01
1998,SNES,ASEn,Rol,0,0,0.1,0
2014,PS3,Ac,Rol,0,0,0.02,0
2008,PTwo,Ca,Sho,0.02,0.01,0,0
,XB,Ca,Sho,0.01,0,0,0
2013,DS,DTEn,Adv,0.05,0.02,0,0.01
2012,DS,KoDiEn,Adv,0.1,0,0,0.01
2012,Wii,Mi,Mis,1.97,0,0,0.12
2013,DS,Ac,Mis,0.58,0,0,0.04
2014,360,Ac,Mis,0.87,0,0,0.05
1999,PS,Ps,Rac,0.14,0.1,0,0.02
2008,PSP,SoCoEn,Rac,0.47,0.34,0,0.22
2010,PSP,SoCoEn,Rac,0.13,0.12,0,0.06
2012,PTwo,SoCoEn,Rac,0,0.15,0,0.33
2012,PS3,SoCoEn,Rac,0,0.06,0,0.02
2005,PTwo,SoCoEn,Rac,0.12,0.1,0,0.03
2001,N64,MiGa,Rac,0.28,0.14,0,0.01
2015,Wii,Ac,Act,0.38,0,0,0.03
2015,360,Ac,Act,0.2,0,0,0.01
2015,3DS,Ac,Act,0.18,0,0,0.01
2015,WiiU,Ac,Act,0.12,0,0,0.01
2002,PS,Ps,Rac,0.19,0.13,0,0.02
2015,PSV,SoCoEn,Rac,0.14,0.19,0,0.06
2014,Wii,Ac,Mis,0.31,0,0,0.02
2014,360,Ac,Mis,0.25,0,0,0.02
2014,DS,Ac,Mis,0.25,0,0,0.02
2014,3DS,Ac,Mis,0.22,0,0,0.01
2014,PS3,Ac,Mis,0.11,0,0,0.01
1998,PS,Ps,Act,0.26,0.18,0,0.03
2017,DS,NaBaGa,Act,0.02,0,0,0
2017,3DS,NaBaGa,Act,0,0.01,0,0
2013,DS,NaBaGa,Adv,0,0.03,0,0
2009,DS,KoDiEn,Act,0.03,0.02,0,0.01
2011,DS,KoDiEn,Adv,0.03,0.02,0,0
2008,GBA,KoDiEn,Sho,0.05,0.02,0,0
2014,Wii,DeSi,Spo,0.06,0.07,0,0.01
2014,360,DeSi,Spo,0.05,0.04,0,0.01
2014,PS3,DeSi,Spo,0.01,0.06,0,0.02
2010,Wii,RT,Spo,0.45,0.68,0,0.12
2013,Wii,Tr,Spo,0.02,0.02,0,0
2013,PS3,Tr,Spo,0,0.03,0,0.01
2013,360,Tr,Spo,0,0.01,0,0
2014,Wii,DTEn,Spo,0,0.06,0,0.01
2014,PS3,DTEn,Spo,0,0.04,0,0.01
2014,360,DTEn,Spo,0,0.02,0,0
2011,Wii,RT,Spo,0.18,0.19,0,0.04
2011,PTwo,CoEn,Spo,0.04,0.03,0,0.01
2011,360,RT,Spo,0.06,0.01,0,0.01
2011,DS,RT,Spo,0.04,0.02,0,0.01
1999,SAT,Se,Spo,0,0,0.11,0
2013,Wii,De,Spo,0.02,0,0,0
2013,PS3,TeKo,Spo,0,0,0.04,0
2012,PS3,TeKo,Spo,0,0,0.05,0
2012,PTwo,TeKo,Spo,0,0,0.03,0
2019,PFour,TeKo,Sim,0,0,0.02,0
2018,PSV,TeKo,Act,0,0,0.02,0
2018,PS3,TeKo,Act,0,0,0.02,0
2017,PS3,TeKo,Rac,0,0,0.05,0
2017,PSV,TeKo,Rac,0,0,0.04,0
2010,PTwo,TeKo,Spo,0,0,0.02,0
2010,PS3,TeKo,Spo,0,0,0.02,0
2011,PTwo,TeKo,Spo,0,0,0.01,0
2011,PS3,TeKo,Spo,0,0,0.01,0
2016,PS3,TeKo,Spo,0,0,0.05,0
2016,PSV,TeKo,Spo,0,0,0.02,0
2015,PS3,Ac,Spo,0,0,0.07,0
2015,PSP,Ac,Spo,0,0,0.04,0
2013,PS3,TeKo,Spo,0,0,0.07,0
2013,PSP,TeKo,Spo,0,0,0.05,0
2012,PSP,TeKo,Spo,0,0,0.03,0
2006,PTwo,TeKo,Spo,0,0,0.09,0
2004,PTwo,TeKo,Spo,0,0,0.13,0
2003,PTwo,TeKo,Spo,0,0,0.06,0
2002,PS,TeKo,Spo,0,0,0.14,0.01
2001,PS,TeKo,Rac,0,0,0.14,0.01
1998,SNES,TeKo,Spo,0,0,0.3,0
1996,SNES,TeKo,Spo,0,0,0.53,0
2009,360,KoDiEn,Spo,0.08,0.9,0.02,0
2009,PTwo,KoDiEn,Spo,0.1,2.39,1.05,0.86
2009,PSP,KoDiEn,Spo,0.01,0.72,0.12,0.01
2009,DS,KoDiEn,Spo,0,0,0.17,0
2009,360,KoDiEn,Spo,0.09,0,0,0.01
2009,PC,KoDiEn,Spo,0,0.01,0,0
2013,Wii,KoDiEn,Spo,0,0,0.07,0
2007,XB,TaIn,Sim,0.05,0.01,0,0
2009,Wii,KoDiEn,Sim,0.03,0.01,0.01,0
2006,GBA,DeSoIn,Sim,0.04,0.01,0,0
2000,PS,OrSy,Sim,0.05,0.03,0,0.01
1999,PS,ElAr,Act,0.09,0.06,0,0.01
1997,SAT,Se,Sho,0,0,0.2,0
2002,N64,ViIn,Sho,0.17,0.04,0,0
2003,PTwo,MiInEn,Sho,0.14,0.11,0,0.04
2009,PTwo,TeKo,Sho,0.01,0.01,0,0
2017,PC,NC,Rol,0.08,0.07,0,0.02
2014,PC,biGa,Sim,0,0.07,0,0.02
2003,PTwo,In,Rac,0.1,0.08,0,0.03
2013,Wii,Un,Sho,0.01,0.01,0,0
2011,Wii,MaEn,Sim,0.11,0.02,0,0.01
2006,PTwo,SoCoEn,Rol,0.05,0.04,0,0.01
2010,PSP,FiGa,Rol,0.07,0,0.06,0.01
2009,PTwo,FiGa,Rol,0,0,0.12,0
2009,PTwo,FiGa,Rol,0.14,0.11,0,0.04
2008,PTwo,FiGa,Rol,0.07,0.06,0,0.02
2005,PTwo,Ub,Rol,0.16,0.13,0.29,0.04
2002,PS,SoCoEn,Rol,0.19,0.13,0.31,0.04
1999,PS,SoCoEn,Rol,0.26,0.17,0.46,0.06
2001,PS,In,Act,0.13,0.09,0,0.02
2012,Wii,Ni,Spo,15.75,11.01,3.28,2.96
2017,WiiU,Ni,Spo,0.19,0.14,0.04,0.03
2009,Wii,Ni,Spo,41.49,29.02,3.77,8.46
2014,Wii,Ni,Mis,0.24,0.43,0.18,0.09
2009,Wii,Ni,Mis,14.03,9.2,2.93,2.85
2016,WiiU,Ni,Mis,0.31,0.54,0.84,0.08
2013,Wii,Ni,Mis,1.79,3.53,2.49,0.68
2011,Wii,Ni,Mis,1.36,1.13,0.46,0.32
2016,WiiU,Ni,Spo,0.39,0.24,0.21,0.06
2012,Wii,Ni,Spo,9.09,8.59,2.53,1.79
2010,Wii,Ni,Spo,8.94,8.03,3.6,2.15
,Wii,Ni,Sho,0,0,0.02,0
,Wii,Ni,Sho,0,0,0.02,0
2012,Wii,Ni,Adv,0,0,0.05,0
2010,DS,ZoDiPu,Spo,0.01,0,0,0
2014,Wii,PQ,Sho,0.04,0,0,0
2014,360,Ub,Mis,0.09,0,0,0.01
2013,Wii,Ub,Mis,0.1,0,0,0.01
2013,DS,Ub,Mis,0.04,0,0,0
2011,Wii,Ub,Mis,0,0.03,0,0
2011,DS,Ub,Mis,0,0.01,0,0
2010,DS,Ub,Mis,0,0.04,0,0
2010,Wii,Ub,Mis,0,0.03,0,0
2002,PC,DiInSt,Mis,1.94,0,0,0
2003,PS,EiIn,Mis,0.45,0.3,0,0.05
2005,XB,KoDiEn,Rac,0.02,0.01,0,0
2005,PTwo,KoDiEn,Rac,0.01,0.01,0,0
2014,PSP,SoCoEn,Rol,0,0.04,0.09,0.02
2011,PS3,SoCoEn,Rol,0.33,0.16,0.36,0.08
2013,PS3,SoCoEn,Rol,0.23,0.09,0.27,0.05
2013,PS3,AqPl,Adv,0,0,0.05,0
2015,PS3,AqPl,Adv,0,0,0.04,0
2016,PSV,AqPl,Adv,0,0,0.02,0
2005,PTwo,CrEn,Spo,0.11,0.09,0,0.03
2005,GC,ViGa,Spo,0.04,0.01,0,0
2006,PTwo,EiIn,Rac,0.06,0.05,0,0.02
2006,XB,EiIn,Rac,0.04,0.01,0,0
2012,DS,Ub,Adv,0.2,0,0,0.02
2012,Wii,Ub,Adv,0.18,0,0,0.01
2012,DS,WaBrInEn,Pla,0.13,0,0,0.01
2012,Wii,WaBrInEn,Pla,0.11,0,0,0.01
2012,360,WaBrInEn,Pla,0.1,0,0,0.01
2012,PS3,WaBrInEn,Pla,0.09,0.01,0,0.01
2003,PS,HaIn,Mis,0.23,0.16,0,0.03
2000,N64,TaIn,Mis,0.2,0.05,0,0
2001,PS,HaIn,Mis,0.99,0.22,0,0.04
2013,Wii,TH,Mis,0.89,0.04,0,0.06
2013,DS,TH,Mis,0.41,0,0,0.03
,PTwo,Un,Mis,0.47,0.36,0,0.12
2011,DS,At,Sim,0.2,0.01,0,0.02
2011,PSP,NiIcSo,Rol,0.05,0,0.18,0.01
2005,XB,MiGaSt,Mis,0.07,0.02,0,0
2008,DS,ZoDiPu,Puz,0.07,0,0,0.01
2008,GBA,ZoDiPu,Puz,0.01,0,0,0
2001,N64,Oc,Puz,0.06,0.02,0,0
2012,PS3,BeSo,Sho,0.22,0.27,0.01,0.11
,360,BeSo,Sho,0.23,0.21,0.01,0.05
2013,DS,De,Sim,0.06,0,0,0
2014,PSP,NaBaGa,Str,0,0,0.1,0
2013,DS,DTEn,Sim,0,0.01,0,0
2012,DS,ZoGa,Act,0.2,0,0,0.01
2012,Wii,De,Act,0.14,0.04,0,0.02
2011,Wii,At,Spo,0.38,0.29,0.15,0.08
2011,Wii,NaBaGa,Spo,0.99,0.42,0.14,0.15
2014,Wii,NoGa,Mis,0,0.16,0,0.02
2014,Wii,NoGa,Mis,0,0.07,0,0.01
2013,Wii,NoGa,Mis,0,0.19,0,0.03
2015,Wii,NoGa,Mis,0.08,0.19,0,0.03
2013,Wii,NoGa,Mis,0,0.41,0,0.06
2014,Wii,NoGa,Mis,0,0.31,0,0.05
2015,Wii,NoGa,Mis,0,0.01,0,0
2012,Wii,NoGa,Mis,0,0.69,0,0.09
2008,PTwo,ElAr,Puz,0.26,0.2,0,0.07
2010,Wii,Ca,Spo,0.2,0.01,0.03,0.02
2014,Wii,NoGa,Mis,0,0.17,0,0.02
2012,Wii,NaBaGa,Sim,0.24,0,0,0.02
2011,Wii,FiGa,Sim,0.48,0,0,0.04
2001,PS,TH,Fig,1.1,0.48,0.04,0.07
2001,N64,TH,Fig,1.94,0.39,0.03,0.02
2000,N64,TH,Fig,1.37,0.28,0.03,0.02
2001,PS,TH,Fig,1.17,0.2,0.04,0.05
2001,PS,TH,Fig,1.42,0.36,0.03,0.07
2001,N64,TH,Fig,0.17,0.04,0,0
2001,PS,ElAr,Fig,0.68,0.46,0,0.08
2002,N64,ElAr,Fig,0.63,0.15,0,0.01
2002,PS,ElAr,Act,0.12,0.08,0,0.01
,N64,Un,Act,0.11,0.03,0,0
2000,N64,MiGa,Spo,0.23,0.02,0,0
2000,PS,GTIn,Spo,0.03,0.02,0,0
1999,N64,Ni,Spo,0.49,0.03,0,0
2014,PS3,NiIcSo,Act,0,0.03,0.16,0.01
2011,PS3,Ga,Act,0.18,0.08,0.22,0.04
2012,360,Ga,Act,0.12,0.05,0.02,0.02
2012,PSP,Sp,Act,0,0,0.04,0
2006,PTwo,Ca,Act,0.05,0.04,0.23,0.01
2005,PTwo,EiIn,Act,0.13,0.1,0.25,0.03
2004,PTwo,EiIn,Rac,0.13,0.1,0,0.03
2004,GC,Ni,Rac,0.4,0.1,0.09,0.02
1999,N64,Ni,Rac,1.98,0.58,0.34,0.04
2012,Wii,Av,Act,0.05,0.04,0,0.01
2012,360,WaBrInEn,Act,0.09,0,0,0.01
2012,PS3,WaBrInEn,Act,0.08,0.07,0,0.02
2017,PFour,Ub,Act,1.4,1.86,0.11,0.77
2017,PS3,Ub,Act,0.56,0.89,0.1,0.37
2017,One,Ub,Act,0.9,0.53,0,0.13
2017,360,Ub,Act,0.72,0.45,0.01,0.11
2017,PC,Ub,Act,0.14,0.26,0,0.05
2017,WiiU,Ub,Act,0.08,0.05,0,0.01
2010,DS,RoCo,Sim,0,0,0.04,0
2018,PFour,DeSi,Rol,0.07,0,0.01,0.02
2018,PC,inEn,Rol,0.02,0.06,0,0.01
2018,One,DeSi,Rol,0.04,0.01,0,0
2002,PS,EiIn,Str,2.79,1.89,0,0.33
2009,360,Ub,Fig,0.04,0,0,0
2012,PSP,TeKo,Sim,0,0,0.02,0
2009,PTwo,TeKo,Sim,0.01,0.01,0,0
2014,PS3,TeKo,Act,0.06,0.05,0.07,0.02
2014,360,TeKo,Act,0,0.04,0.01,0.01
2015,WiiU,TeKo,Act,0.04,0.02,0.02,0.01
2014,PS3,UbAn,Act,0,0.04,0.57,0.01
2014,360,UbAn,Act,0.09,0.03,0.03,0.01
2015,PSP,UbAn,Act,0,0,0.11,0
2016,PSV,TeKo,Act,0,0,0.07,0
2017,PFour,TeKo,Act,0.04,0.05,0.04,0.02
2017,One,TeKo,Act,0.01,0.03,0,0
2011,PTwo,TeKo,Act,0,0,0.4,0
2011,PSP,TeKo,Act,0.06,0,0.22,0.01
2011,PTwo,TeKo,Act,0.06,0.05,0,0.02
2011,360,TeKo,Act,0.04,0,0.01,0
2010,PTwo,TeKo,Act,0.11,0.09,0.64,0.03
2010,360,TeKo,Act,0.17,0.01,0,0.02
2011,PSP,TeKo,Act,0.02,0,0.18,0
2010,PSP,MeGa,Rol,0,0,0.02,0
2010,PSP,MeGa,Rol,0.05,0,0,0.01
2004,PTwo,3D,Adv,0.09,0.07,0,0.02
2004,PS,3D,Adv,0.07,0.05,0,0.01
2001,PS,ElAr,Fig,0.15,0.1,0,0.02
2004,PTwo,3D,Sho,0.02,0.02,0,0.01
,GBA,Un,Puz,0.16,0.06,0.5,0.02
2009,Wii,Ni,Puz,0.87,1.06,0.73,0.26
2006,GC,Ni,Puz,0.2,0.05,0.44,0.02
2006,GBA,Ni,Puz,0.4,0.11,0.7,0.02
2007,DS,Ni,Puz,0.52,0.45,1.21,0.13
2012,DS,Ni,Mis,0.18,0.19,0.2,0.04
2010,DS,Ni,Pla,0.28,0.02,0.33,0.03
2006,GC,Ni,Pla,0.34,0.09,0,0.01
2011,Wii,Ni,Pla,0.6,0.31,0.15,0.11
2001,GB,Ni,Pla,0,0,0.38,0
2000,GB,Ni,Pla,0.7,0.35,0.39,0.04
2004,GBA,Ni,Pla,0.9,0.73,0.54,0.09
2003,GB,Ni,Pla,1.11,0.51,0.34,0.23
1998,PS,SoCoEn,Sim,0.25,0.17,0,0.03
2010,PS3,SoCoEn,Sim,0.49,0.39,0,0.17
1999,PS,Mi,Str,0.11,0.07,0,0.01
2009,PC,DeSi,Str,0,0.02,0,0
2001,PS,ElAr,Str,0.02,0.01,0,0
2011,360,DeSi,Str,0.09,0.02,0,0.01
2009,PSP,NaBaGa,Act,0.05,0,0,0.01
2011,PC,GO,Rol,0,0.02,0,0
2010,PSP,TH,Str,0.11,0.14,0,0.08
2010,DS,TH,Str,0.05,0.01,0,0.01
2014,360,TH,Sho,0.25,0.27,0,0.06
2014,PS3,TH,Sho,0.13,0.25,0,0.09
2014,PC,TH,Sho,0.09,0.09,0,0.03
2006,PTwo,TH,Sho,0.08,0.06,0,0.02
2011,PC,TH,Str,0,0.02,0,0
2014,PC,TH,Str,0,0.06,0,0.02
2013,PC,TH,Str,0.08,0.01,0,0.01
2012,PC,TH,Str,0,0.45,0,0.02
2007,PC,TH,Str,0.01,0.03,0,0.01
1997,PC,Ac,Str,0.89,1.08,0,0.11
2006,PC,Ac,Str,0.58,0.87,0,0.09
2005,PC,ViGa,Str,0.03,0.08,0,0.02
1998,PC,Ac,Str,1.7,2.27,0,0.23
2000,PS,ElAr,Str,0.18,0.12,0,0.02
2006,PTwo,SoCoEn,Fig,0.26,0.2,0,0.07
2012,PC,CDSoEn,Str,0,0.02,0,0
1999,PS,GTIn,Fig,0.01,0.01,0,0
2000,N64,MiGa,Fig,0.23,0.06,0,0
2018,PC,Un,Str,0,0.01,0,0
2014,DS,Ac,Sim,0.27,0,0,0.02
2012,360,WaBrInEn,Sho,0.17,0.15,0,0.04
2012,PS3,WaBrInEn,Sho,0.14,0.1,0.01,0.05
2010,DS,Ca,Mis,0,0,0.13,0
2010,DS,Ca,Mis,0,0,0.06,0
2010,PSP,Ge,Rac,0,0,0.02,0
2010,PS3,Ge,Rac,0,0,0.03,0
2013,PSP,IdFa,Adv,0,0,0.01,0
2013,PTwo,IdFa,Adv,0,0,0.01,0
2019,PSV,IdFa,Adv,0,0,0.01,0
2013,PSP,IdFa,Adv,0,0,0.01,0
2014,PSP,IdFa,Adv,0,0,0.03,0
2015,PSP,IdFa,Adv,0,0,0.03,0
2012,PTwo,IdFa,Adv,0,0,0.01,0
2003,PS,SoCoEn,Mis,0.05,0.03,0,0.01
2006,PTwo,DiInSt,Mis,0.12,0.1,0,0.03
2003,PS,EiIn,Rac,0.25,0.17,0,0.03
2009,GBA,DiInSt,Pla,0.09,0.03,0,0
2010,DS,DiInSt,Pla,0.04,0.01,0,0.01
2011,DS,TH,Pla,0.46,0.83,0,0.17
2011,Wii,TH,Pla,0.51,0.4,0,0.11
2011,PTwo,TH,Pla,0.21,0,0,0.54
2011,PSP,TH,Pla,0.29,0.22,0,0.14
2011,360,TH,Pla,0.29,0.26,0,0.07
2011,PS3,TH,Pla,0.12,0.21,0,0.08
2011,PC,TH,Pla,0,0.01,0,0
2008,PTwo,KoDiEn,Adv,0.06,0.05,0,0.02
2008,XB,KoDiEn,Adv,0.01,0,0,0
2006,PTwo,BAEn,Pla,0.11,0.09,0,0.03
2006,GC,BAEn,Pla,0.05,0.01,0,0
2006,XB,BAEn,Pla,0.02,0.01,0,0
2013,Wii,KoDiEn,Spo,0.36,0.06,0,0.04
2006,PTwo,Ac,Spo,0.08,0.06,0,0.02
2006,XB,Ac,Spo,0.04,0.01,0,0
2006,GBA,As,Spo,0.01,0.01,0,0
2007,GBA,DeSoIn,Spo,0.01,0,0,0
2012,Wii,Se,Spo,0.08,0,0,0.01
2011,Wii,EiIn,Rac,0.27,0.01,0,0.02
2011,DS,EiIn,Rac,0.19,0,0,0.01
2013,360,5p,Adv,0,0,0.02,0
2001,N64,In,Rac,0.07,0.02,0,0
2005,PTwo,At,Rac,0.03,0.02,0,0.01
2005,GBA,At,Rac,0.03,0.01,0,0
2006,XB,At,Rac,0.01,0,0,0
1999,PS,GrInLt,Spo,0.03,0.02,0,0
1999,PS,GrInLt,Spo,0.09,0.06,0,0.01
2006,XB,MiGaSt,Pla,0.09,0.03,0,0
2014,PC,Va,Adv,0.01,0,0,0
1990,NES,Ni,Spo,0.14,0.03,1.98,0
2000,PS,Pl,Rac,0.16,0.11,0,0.02
2001,N64,AcEn,Rac,0.23,0.06,0,0
2011,360,MiGaSt,Sim,0.16,0.25,0.01,0.05
2011,DS,TH,Sim,0.27,0.23,0,0.06
2010,360,MiGaSt,Mis,0.19,0.03,0,0.02
2009,360,MiGaSt,Sim,0.45,0.96,0.02,0.2
2010,PC,MiGaSt,Sim,0,0.02,0,0
2013,PSP,D3,Adv,0,0,0.02,0
2012,PTwo,D3,Adv,0,0,0.03,0
2011,DS,D3,Adv,0,0,0.01,0
2015,PSP,D3,Adv,0,0,0.02,0
2014,PSP,D3,Adv,0,0,0.06,0
2013,PSP,D3,Adv,0,0,0.02,0
2011,DS,D3,Adv,0,0,0.03,0
2010,PTwo,D3,Adv,0,0,0.01,0
2016,PSP,D3,Adv,0,0,0.02,0
2000,SAT,HuSo,Sho,0,0,0.08,0
2013,DS,PQ,Sim,0.04,0.01,0,0
1996,SNES,HuSo,Spo,0,0,0.53,0
1999,PS,AsAcEn,Fig,0,0,0.09,0.01
2008,XB,GlSt,Spo,0.02,0.01,0,0
2001,N64,CrEn,Spo,0.08,0.02,0,0
2000,PS,In,Spo,0.28,0.19,0,0.03
2005,GBA,Ti,Str,0.01,0.01,0,0
1998,SAT,Se,Rol,0,0,0.11,0
2001,N64,Ti,Mis,0.05,0.01,0,0
2008,PSP,Se,Spo,0.16,0.36,0,0.14
2008,PSP,Se,Spo,0,0,0.02,0
2014,PSV,Se,Spo,0.05,0.3,0.01,0.12
2014,PS3,Se,Spo,0.09,0.25,0.03,0.09
2014,360,Se,Spo,0.11,0.1,0.01,0.02
2014,Wii,Se,Spo,0.05,0.08,0,0.02
2014,PC,Se,Spo,0,0.03,0,0.01
2010,PS3,Se,Spo,0.23,0.59,0.03,0.22
2010,PSP,Se,Spo,0.02,0.03,0,0.01
2010,360,Se,Spo,0.03,0.02,0,0
2010,PC,Se,Spo,0,0.01,0,0
2012,PS3,Se,Spo,0.09,0.23,0,0.07
2012,Wii,Se,Spo,0.13,0.21,0,0.04
2012,360,Se,Spo,0.12,0.18,0,0.03
2005,GBA,At,Spo,0.13,0.05,0,0
2005,GC,Se,Spo,0.01,0,0.03,0
2002,DC,Se,Spo,0,0,0.32,0
1997,GEN,Se,Rac,0,0,0.26,0
,PTwo,Un,Rol,0.01,0.01,0,0
,GC,Un,Rol,0.01,0,0,0
2009,PTwo,Se,Spo,0,0,0.02,0
1998,SAT,Se,Fig,0,0,0.23,0
1998,SAT,Se,Mis,0,0,0.04,0
1998,SAT,Se,Mis,0,0,0.05,0
1998,SAT,Se,Mis,0,0,0.12,0
1998,SAT,Se,Mis,0,0,0.09,0
1998,SAT,Se,Mis,0,0,0.08,0
1998,SAT,Se,Mis,0,0,0.11,0
2010,360,Se,Fig,0.2,0.03,0.03,0.02
2010,PS3,Se,Fig,0.29,0.52,0.08,0.2
2006,PTwo,Se,Fig,0.35,0.27,0,0.09
2005,PTwo,Se,Fig,0.78,0.44,0.56,0.04
2001,DC,Se,Fig,0,0,0.37,0
1998,SAT,Se,Fig,0.34,0.26,1.3,0.03
1997,SAT,Se,Fig,0.17,0.12,0.77,0.02
1999,SAT,Se,Sho,0,0,0.3,0
